Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Info,Coord_rad
VivoCity,"1 HarbourFront Walk, S(098585)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm","\$3.00/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am","<b>Carpark: </b>VivoCity
<b>Address: </b>1 HarbourFront Walk, S(098585)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am the following day
<b>Sat: </b>\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am
<b>Sun/ Public Holiday: </b>\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am","(0.022065887064357453, 1.8120384901351125)"
MCYS Building,"512 Thomson Road, S(298136)",\$0.80/30min from 7.30am to 6pm,\$1.60/entry from 6.01pm to 7.30am the following day,"\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day","\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day","<b>Carpark: </b>MCYS Building
<b>Address: </b>512 Thomson Road, S(298136)
<b>Mon-Fri before 5/6pm: </b>\$0.80/30min from 7.30am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$1.60/entry from 6.01pm to 7.30am the following day
<b>Sat: </b>\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day
<b>Sun/ Public Holiday: </b>\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day","(0.023276845368610175, 1.8123412035312367)"
IKEA Tampines,"60 Tampines North Drive 2, S(528764)",Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,"<b>Carpark: </b>IKEA Tampines
<b>Address: </b>60 Tampines North Drive 2, S(528764)
<b>Mon-Fri before 5/6pm: </b>Free Parking from 7am to 11pm
<b>Mon-Fri after 5/6pm: </b>Free Parking from 7am to 11pm
<b>Sat: </b>Free Parking from 7am to 11pm
<b>Sun/ Public Holiday: </b>Free Parking from 7am to 11pm","(0.023984017874933237, 1.8139686532455517)"
Ministry of Manpower (MOM),"18 Havelock Road, S(059764)",Not for public,Not for public,Not for public,Not for public,"<b>Carpark: </b>Ministry of Manpower (MOM)
<b>Address: </b>18 Havelock Road, S(059764)
<b>Mon-Fri before 5/6pm: </b>Not for public
<b>Mon-Fri after 5/6pm: </b>Not for public
<b>Sat: </b>Not for public
<b>Sun/ Public Holiday: </b>Not for public","(0.022472070559857088, 1.8124262359723942)"
Quality Hotel Singapore ,"201 Balestier Road, S(329926)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 5pm",\$2.80/entry from 5pm to 7am the following day,Charges same as weekdays,\$2.80/entry from 7am to 7am the following day,"<b>Carpark: </b>Quality Hotel Singapore 
<b>Address: </b>201 Balestier Road, S(329926)
<b>Mon-Fri before 5/6pm: </b>\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.80/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.80/entry from 7am to 7am the following day","(0.023039695265836938, 1.8125685780448697)"
HomeTeamNS Bukit Batok,"2 Bukit Batok West Ave 7, S(659003)","(For Member): \$0.90/hr, (For Public): \$1.20/hr from 8am to 5pm","(For Member): \$1.60/entry, (For Public): \$3.20/entry from 5pm to 1am the following day",Charges same as weekdays,"(For Member): \$1.60/entry, (For Public): \$3.20/entry from 8am to 1am the following day","<b>Carpark: </b>HomeTeamNS Bukit Batok
<b>Address: </b>2 Bukit Batok West Ave 7, S(659003)
<b>Mon-Fri before 5/6pm: </b>(For Member): \$0.90/hr, (For Public): \$1.20/hr from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>(For Member): \$1.60/entry, (For Public): \$3.20/entry from 5pm to 1am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>(For Member): \$1.60/entry, (For Public): \$3.20/entry from 8am to 1am the following day","(0.023836382218836289, 1.8107614554107085)"
St. James Power Station,"3 Sentosa Gateway, S(098544)",\$2.00/hr from 7am to 5pm from Mon to Thurs,"\$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day from Mon to Thurs 5.01pm to 10.30pm, \$2.00/entry for subsequent hr","\$2.00/hr from 7am to 5pm, \$7.00/entry for 1st 5hr, \$2.00 for for subsequent hr from 5pm to 7am the following day from Fri to Sat","\$2.00/hr from 7am to 5pm, \$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day","<b>Carpark: </b>St. James Power Station
<b>Address: </b>3 Sentosa Gateway, S(098544)
<b>Mon-Fri before 5/6pm: </b>\$2.00/hr from 7am to 5pm from Mon to Thurs
<b>Mon-Fri after 5/6pm: </b>\$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day from Mon to Thurs 5.01pm to 10.30pm, \$2.00/entry for subsequent hr
<b>Sat: </b>\$2.00/hr from 7am to 5pm, \$7.00/entry for 1st 5hr, \$2.00 for for subsequent hr from 5pm to 7am the following day from Fri to Sat
<b>Sun/ Public Holiday: </b>\$2.00/hr from 7am to 5pm, \$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day","(0.022073299477690673, 1.8120857868125122)"
NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)","\$0.02/min from 8am to 6pm, maximum charge of \$4.80/day","\$1.20/entry from 6pm to 10pm, Free parking after 10pm",Free Parking,Free Parking,"<b>Carpark: </b>NTU SBS Car Park (School of Biological Sciences)
<b>Address: </b>50 Nanyang Avenue, S(639798)
<b>Mon-Fri before 5/6pm: </b>\$0.02/min from 8am to 6pm, maximum charge of \$4.80/day
<b>Mon-Fri after 5/6pm: </b>\$1.20/entry from 6pm to 10pm, Free parking after 10pm
<b>Sat: </b>Free Parking
<b>Sun/ Public Holiday: </b>Free Parking","(0.023522647068485544, 1.8096072395057674)"
Changi Airport Terminal 2,"60 Airport Boulevard, S(819643)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Changi Airport Terminal 2
<b>Address: </b>60 Airport Boulevard, S(819643)
<b>Mon-Fri before 5/6pm: </b>\$0.04/min from 12midnight to 12midnight the following day
<b>Mon-Fri after 5/6pm: </b>\$0.04/min from 12midnight to 12midnight the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023650841502044526, 1.8149508652073791)"
Haw Par Villa,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Haw Par Villa
<b>Address: </b>262 Pasir Panjang Road, S(118628)
<b>Mon-Fri before 5/6pm: </b>\$5.00/entry from 9am to 7pm
<b>Mon-Fri after 5/6pm: </b>Car Park closed after 7pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022436312254142228, 1.8113575691260686)"
Singapore Godown,"25 Tagore Lane, S(787602)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 11pm",\$2.40/entry from 11pm to 7am the following day,Charges same as weekdays,\$2.40/entry from 7am to 7am the following day,"<b>Carpark: </b>Singapore Godown
<b>Address: </b>25 Tagore Lane, S(787602)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 11pm
<b>Mon-Fri after 5/6pm: </b>\$2.40/entry from 11pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.40/entry from 7am to 7am the following day","(0.024192872699873139, 1.8121547744418558)"
Singapore Discovery Centre (SDC),"510 Upper Jurong Road, S(638365)",Free Parking,Free Parking,Free Parking,Free Parking,"<b>Carpark: </b>Singapore Discovery Centre (SDC)
<b>Address: </b>510 Upper Jurong Road, S(638365)
<b>Mon-Fri before 5/6pm: </b>Free Parking
<b>Mon-Fri after 5/6pm: </b>Free Parking
<b>Sat: </b>Free Parking
<b>Sun/ Public Holiday: </b>Free Parking","(0.023260247287423708, 1.809538675991432)"
Square 2,"10 Sinaran Drive, S(307506)","\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 7am to 6pm",\$2.68/entry from 6pm to 7am the following day,Charges same as Weekdays,"\$2.35 for 1st 4hr, \$1.18 for next subsequent 30min from 7am to 6pm, \$2.68/entry from 6pm to 7am the following day","<b>Carpark: </b>Square 2
<b>Address: </b>10 Sinaran Drive, S(307506)
<b>Mon-Fri before 5/6pm: </b>\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.68/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as Weekdays
<b>Sun/ Public Holiday: </b>\$2.35 for 1st 4hr, \$1.18 for next subsequent 30min from 7am to 6pm, \$2.68/entry from 6pm to 7am the following day","(0.023049439439050825, 1.8124265501316594)"
Red Dot Design Museum,"28 Maxwell Road, S(069120)","\$2.50/hr from 7am to 4.59pm, \$0.65 for next subsequent 15min",\$3.60/entry from 6pm to 6.59am the following day,Charges same as weekdays,\$3.60/entry from 7am to 6.59am the following day,"<b>Carpark: </b>Red Dot Design Museum
<b>Address: </b>28 Maxwell Road, S(069120)
<b>Mon-Fri before 5/6pm: </b>\$2.50/hr from 7am to 4.59pm, \$0.65 for next subsequent 15min
<b>Mon-Fri after 5/6pm: </b>\$3.60/entry from 6pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.60/entry from 7am to 6.59am the following day","(0.022309639747690981, 1.8124480700413363)"
IBM Place 1,"9 Changi Business Park Central 1, S(486048)",*,*,*,*,"<b>Carpark: </b>IBM Place 1
<b>Address: </b>9 Changi Business Park Central 1, S(486048)
<b>Mon-Fri before 5/6pm: </b>*
<b>Mon-Fri after 5/6pm: </b>*
<b>Sat: </b>*
<b>Sun/ Public Holiday: </b>*","(0.023327276657346553, 1.8145352778778698)"
IOI Plaza Singapore,"210 Middle Road, S(188994)",\$0.04/min from 8am to 5pm,\$0.02/min from 5pm to 8am the following day,Charges same as weekdays,\$0.02/min from 8am to 8am the following day,"<b>Carpark: </b>IOI Plaza Singapore
<b>Address: </b>210 Middle Road, S(188994)
<b>Mon-Fri before 5/6pm: </b>\$0.04/min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$0.02/min from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$0.02/min from 8am to 8am the following day","(0.022712706085146556, 1.8125495923532666)"
AMK Hub,"53 Ang Mo Kio Avenue 3, S(569933)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day","<b>Carpark: </b>AMK Hub
<b>Address: </b>53 Ang Mo Kio Avenue 3, S(569933)
<b>Mon-Fri before 5/6pm: </b>\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day
<b>Mon-Fri after 5/6pm: </b>\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day
<b>Sat: </b>\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day
<b>Sun/ Public Holiday: </b>\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day","(0.023899714981403405, 1.8124957890884152)"
The Signature (Changi Business Park),"51 Changi Business Park Central 2, S(486066)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 6.59pm,Charges same as weekdays,\$2.00/entry from 7am to 6.59am the following day,"<b>Carpark: </b>The Signature (Changi Business Park)
<b>Address: </b>51 Changi Business Park Central 2, S(486066)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 10.01pm to 6.59pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.00/entry from 7am to 6.59am the following day","(0.023295358075986077, 1.814533623305739)"
The Strategy (International Business Park),"2 International Business Park, S(609930)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,"<b>Carpark: </b>The Strategy (International Business Park)
<b>Address: </b>2 International Business Park, S(609930)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 10pm to 7am
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.00/entry from 7am to 7am the following day","(0.02321701373652256, 1.8107301616572202)"
The Synergy (International Business Park),"1 International Business Park, S(609917)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,"<b>Carpark: </b>The Synergy (International Business Park)
<b>Address: </b>1 International Business Park, S(609917)
<b>Mon-Fri before 5/6pm: </b>\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 10.01pm to 7am
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.00/entry from 7am to 7am the following day","(0.023195226791469913, 1.8107555073286177)"
Kembangan Plaza,"18 Jalan Masjid, S(418944)",\$1.70/hr from 8am to 5pm,"\$2.70/entry from 5.01pm to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day",Charges same as weekdays,"\$2.70/entry from 8am to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day","<b>Carpark: </b>Kembangan Plaza
<b>Address: </b>18 Jalan Masjid, S(418944)
<b>Mon-Fri before 5/6pm: </b>\$1.70/hr from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.70/entry from 5.01pm to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.70/entry from 8am to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day","(0.023044741012704456, 1.8136177739980597)"
NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,"<b>Carpark: </b>NUS Car Park 3 - Yong Siew Toh Conservatory of Music
<b>Address: </b>Estate Office Drive
<b>Mon-Fri before 5/6pm: </b>*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm
<b>Mon-Fri after 5/6pm: </b>*Free parking from 7.31pm to 8.29am the following day
<b>Sat: </b>*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day
<b>Sun/ Public Holiday: </b>*Free parking whole day from 8.30am to 8.29am the following day","(0.022720155150394064, 1.8111948608065516)"
NUS Bukit Timah Campus,"469G Bukit Timah Road, S(259776)","*\$0.02/min from 7am to 10.30pm, maximum charge of \$2.00 for vehicles entering from 7pm to 10.30pm, 1st hr free parking for vehicles entering from 11am to 5pm",*Free parking from 10.31pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>NUS Bukit Timah Campus
<b>Address: </b>469G Bukit Timah Road, S(259776)
<b>Mon-Fri before 5/6pm: </b>*\$0.02/min from 7am to 10.30pm, maximum charge of \$2.00 for vehicles entering from 7pm to 10.30pm, 1st hr free parking for vehicles entering from 11am to 5pm
<b>Mon-Fri after 5/6pm: </b>*Free parking from 10.31pm to 6.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023008989688306607, 1.8119463402412657)"
Jurong Bird Park,"2 Jurong Hill, S(628925)","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Jurong Bird Park
<b>Address: </b>2 Jurong Hill, S(628925)
<b>Mon-Fri before 5/6pm: </b>\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day
<b>Mon-Fri after 5/6pm: </b>\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.023004685706371188, 1.8100254238852036)"
Asian Civilisations Museum,"1 Empress Place, S(179555)",\$1.03/30min from 8am to 4.59pm,\$2.06/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$2.06/entry from 8am to 7.59am the following day,"<b>Carpark: </b>Asian Civilisations Museum
<b>Address: </b>1 Empress Place, S(179555)
<b>Mon-Fri before 5/6pm: </b>\$1.03/30min from 8am to 4.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.06/entry from 5pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$2.06/entry from 8am to 7.59am the following day","(0.022471060014220182, 1.8125486202048731)"
The Mint Museum of Toys,"26 Seah Street, S(188382)",\$1.00/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.50/30min from 8am to 8am the following day,"<b>Carpark: </b>The Mint Museum of Toys
<b>Address: </b>26 Seah Street, S(188382)
<b>Mon-Fri before 5/6pm: </b>\$1.00/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$0.50/30min from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$0.50/30min from 8am to 8am the following day","(0.022624888098503205, 1.8126011319260777)"
Furama RiverFront Singapore,"405 Havelock Road, S(169633)",\$1.07/30min from 7am to 5pm,\$6.42/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Furama RiverFront Singapore
<b>Address: </b>405 Havelock Road, S(169633)
<b>Mon-Fri before 5/6pm: </b>\$1.07/30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$6.42/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays","(0.022474084669813887, 1.8122839305518326)"
National Institute of Education (NIE),"1 Nanyang Walk, S(637616)","Car Park 1 - \$0.02/min, Car Park 2, 3, 5 and 7 - \$0.01/min up to a maximum charge of \$4.80, Car Park 4 - \$0.01/min up to a maximum charge of \$2.40 from 5am to 5.45pm",Free parking after 5.45pm,Free parking,Free parking,"<b>Carpark: </b>National Institute of Education (NIE)
<b>Address: </b>1 Nanyang Walk, S(637616)
<b>Mon-Fri before 5/6pm: </b>Car Park 1 - \$0.02/min, Car Park 2, 3, 5 and 7 - \$0.01/min up to a maximum charge of \$4.80, Car Park 4 - \$0.01/min up to a maximum charge of \$2.40 from 5am to 5.45pm
<b>Mon-Fri after 5/6pm: </b>Free parking after 5.45pm
<b>Sat: </b>Free parking
<b>Sun/ Public Holiday: </b>Free parking","(0.023545615601441791, 1.8095417826775007)"
